"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"173","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 13:09:03,FALSE,NA,"972821706023866369",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laughinglashes",23,TRUE,FALSE,NA,NA
"174","RT @IrishWater: Low-impact pressure reductions in place in a number of areas in Dublin. See https://t.co/OVlcjhTdpU for details. @sdublinco…",FALSE,0,NA,2018-03-11 13:03:39,FALSE,NA,"972820346167549952",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","elacarroll",4,TRUE,FALSE,NA,NA
"175","Low-impact pressure reductions in place in a number of areas in Dublin. See https://t.co/OVlcjhTdpU for details.… https://t.co/qsXn4v6xah",FALSE,3,NA,2018-03-11 13:02:14,TRUE,NA,"972819991723675648",NA,"<a href=""http://www.falcon.io"" rel=""nofollow"">Falcon Social Media Management </a>","IrishWater",4,FALSE,FALSE,NA,NA
"176","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 12:53:41,FALSE,NA,"972817836753211392",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laughinglashes",38,TRUE,FALSE,NA,NA
"177","RT @YummyCandC: #shamrock #IrishWater #irishfood #StPatricksDay #irishwhiskey #recipes #RecipeOfTheDay #foodie… https://t.co/xeQfyffwsl",FALSE,0,NA,2018-03-11 12:48:17,TRUE,NA,"972816479451275264",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","ernest2385",0,FALSE,FALSE,NA,NA
"178","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 12:42:21,FALSE,NA,"972814985566085122",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","laughinglashes",44,TRUE,FALSE,NA,NA
"179","RT @YummyCandC: #shamrock #IrishWater #irishfood #StPatricksDay #irishwhiskey #recipes #RecipeOfTheDay #foodie… https://t.co/LspDDjXrnl",FALSE,1,NA,2018-03-11 12:32:17,TRUE,NA,"972812452374175745",NA,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>","X1uVAcvjh2Lw0Iz",0,FALSE,FALSE,NA,NA
"180","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 12:27:17,FALSE,NA,"972811196444413953",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","marywallace07",38,TRUE,FALSE,NA,NA
"181","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 12:23:42,FALSE,NA,"972810293725270017",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","mdecaf",38,TRUE,FALSE,NA,NA
"182","#shamrock #IrishWater #irishfood #StPatricksDay #irishwhiskey #recipes #RecipeOfTheDay #foodie #foodporn #cocktails… https://t.co/KIyYR2nVBe",FALSE,0,NA,2018-03-11 12:16:20,TRUE,NA,"972808440371281923",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","YummyCandC",0,FALSE,FALSE,NA,NA
"183","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:58:41,FALSE,NA,"972803996690866180",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lindawaters_t",44,TRUE,FALSE,NA,NA
"184","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 11:56:09,FALSE,NA,"972803362054950912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dillyday",38,TRUE,FALSE,NA,NA
"185","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:45:05,FALSE,NA,"972800576634392576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ebhodge",44,TRUE,FALSE,NA,NA
"186","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:41:41,FALSE,NA,"972799720459513856",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","3179Arshavin",44,TRUE,FALSE,NA,NA
"187","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:38:50,FALSE,NA,"972799001530720256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rainbowsnshine",44,TRUE,FALSE,NA,NA
"188","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:36:58,FALSE,NA,"972798533026926593",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theLatchicokid",44,TRUE,FALSE,NA,NA
"189","@Jack_Leahy The #savethe8thrally would have told you that #Irishwater protests were under 20k Apparently it’s beyon… https://t.co/ZXsF9mq1Ba",FALSE,0,"Jack_Leahy",2018-03-11 11:24:37,TRUE,"972564665686511617","972795425144131584","225769446","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","SvtigerStephane",0,FALSE,FALSE,NA,NA
"190","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 11:24:36,FALSE,NA,"972795421734178816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnjoechad",38,TRUE,FALSE,NA,NA
"191","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 11:21:41,FALSE,NA,"972794684757237761",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiQuango",38,TRUE,FALSE,NA,NA
"192","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:20:18,FALSE,NA,"972794336642465792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_irishrepublic",44,TRUE,FALSE,NA,NA
"193","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:19:54,FALSE,NA,"972794237766000642",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AntiQuango",44,TRUE,FALSE,NA,NA
"194","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 11:15:47,FALSE,NA,"972793203345764353",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Unitedpeople_ie",38,TRUE,FALSE,NA,NA
"195","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 11:07:50,FALSE,NA,"972791200653725696",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","angiebeeb",44,TRUE,FALSE,NA,NA
"196","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 11:05:40,FALSE,NA,"972790655591354368",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","peterkinvara",23,TRUE,FALSE,NA,NA
"197","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:57:06,FALSE,NA,"972788500188844034",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MarionDublin",23,TRUE,FALSE,NA,NA
"198","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:54:28,FALSE,NA,"972787835827904512",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","vionnbar",23,TRUE,FALSE,NA,NA
"199","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:54:01,FALSE,NA,"972787721797296128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","TalentCoop",23,TRUE,FALSE,NA,NA
"200","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:53:59,FALSE,NA,"972787713614209025",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnjoechad",44,TRUE,FALSE,NA,NA
"201","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:44:54,FALSE,NA,"972785430193111040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",23,TRUE,FALSE,NA,NA
"202","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:44:06,FALSE,NA,"972785226761023489",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartinaDunne4",23,TRUE,FALSE,NA,NA
"203","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:43:24,FALSE,NA,"972785052449935362",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","GethingsH",23,TRUE,FALSE,NA,NA
"204","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:43:15,FALSE,NA,"972785012226404352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",38,TRUE,FALSE,NA,NA
"205","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:39:18,FALSE,NA,"972784021607538690",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeKChristian",23,TRUE,FALSE,NA,NA
"206","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:38:46,FALSE,NA,"972783887456899072",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","berkieahern2",44,TRUE,FALSE,NA,NA
"207","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:38:46,FALSE,NA,"972783883782680576",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","horseymatilda",23,TRUE,FALSE,NA,NA
"208","RT @caulmick: Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leaks in the m…",FALSE,0,NA,2018-03-11 10:38:10,FALSE,NA,"972783734956199936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","johnjoechad",23,TRUE,FALSE,NA,NA
"209","Good article by @LaoiseNeylon

Lunacy at the heart of the #Irishwater metering programme - rather than fix the leak… https://t.co/jG5PIPgQSc",FALSE,22,NA,2018-03-11 10:35:40,TRUE,NA,"972783107735769089",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caulmick",23,FALSE,FALSE,NA,NA
"210","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:34:25,FALSE,NA,"972782791707459586",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","camcruise",44,TRUE,FALSE,NA,NA
"211","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:32:21,FALSE,NA,"972782269042655233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","maryharryheff",44,TRUE,FALSE,NA,NA
"212","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:28:19,FALSE,NA,"972781257103958016",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fourwheelsbad69",38,TRUE,FALSE,NA,NA
"213","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:27:51,FALSE,NA,"972781137180413954",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mar_lfc",44,TRUE,FALSE,NA,NA
"214","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:27:10,FALSE,NA,"972780965729832962",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Pillar_Citizen",38,TRUE,FALSE,NA,NA
"215","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:26:35,FALSE,NA,"972780818404962304",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Pillar_Citizen",44,TRUE,FALSE,NA,NA
"216","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:14:11,FALSE,NA,"972777700627812352",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HaganNoeleen",38,TRUE,FALSE,NA,NA
"217","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:13:46,FALSE,NA,"972777592376954880",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","anbealach",38,TRUE,FALSE,NA,NA
"218","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:13:36,FALSE,NA,"972777551281172480",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","greenshame",38,TRUE,FALSE,NA,NA
"219","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:11:07,FALSE,NA,"972776926971682816",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cormacleane",38,TRUE,FALSE,NA,NA
"220","RT @caulmick: Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging people fr…",FALSE,0,NA,2018-03-11 10:11:05,FALSE,NA,"972776919774257152",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeKChristian",38,TRUE,FALSE,NA,NA
"221","Are there any consequences for the connected..

Forget #Siteserv Inquiry? Yet, blow millions arresting and charging… https://t.co/l38MYw9vk5",FALSE,52,NA,2018-03-11 10:09:32,TRUE,NA,"972776530773463040",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caulmick",38,FALSE,FALSE,NA,NA
"222","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 10:01:16,FALSE,NA,"972774449459204097",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cormacleane",44,TRUE,FALSE,NA,NA
"223","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:50:54,FALSE,NA,"972771838400098309",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","horseymatilda",44,TRUE,FALSE,NA,NA
"224","RT @UnitedEire2016: @MOReganIT @EDDIEBARRETT @MichealMartinTD hasn’t the balls to pull the plug
1 he hasn’t a team to deal with #Brexit 
2…",FALSE,0,NA,2018-03-11 09:48:15,FALSE,NA,"972771174357794816",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","EDDIEBARRETT",1,TRUE,FALSE,NA,NA
"225","@MOReganIT @EDDIEBARRETT @MichealMartinTD hasn’t the balls to pull the plug
1 he hasn’t a team to deal with #Brexit… https://t.co/E0QZqL7yWe",FALSE,3,"MOReganIT",2018-03-11 09:47:55,TRUE,"972603075658747904","972771089922379779","2577467359","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnitedEire2016",1,FALSE,FALSE,NA,NA
"226","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:45:32,FALSE,NA,"972770489524523009",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JoeKChristian",44,TRUE,FALSE,NA,NA
"227","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:44:31,FALSE,NA,"972770231713181696",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","comagirlx",44,TRUE,FALSE,NA,NA
"228","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:35:23,FALSE,NA,"972767936581685253",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","UnitedEire2016",44,TRUE,FALSE,NA,NA
"229","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:33:12,FALSE,NA,"972767383449427973",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","andreakirwan",44,TRUE,FALSE,NA,NA
"230","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:31:53,FALSE,NA,"972767052523081728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","phylmurphy",44,TRUE,FALSE,NA,NA
"231","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:28:39,FALSE,NA,"972766240778448897",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gegan1987",44,TRUE,FALSE,NA,NA
"232","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:28:01,FALSE,NA,"972766079553622016",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","jeffrudd31",44,TRUE,FALSE,NA,NA
"233","RT @caulmick: #SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike Aynsley, fo…",FALSE,0,NA,2018-03-11 09:26:47,FALSE,NA,"972765768935968768",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","Unitedpeople_ie",44,TRUE,FALSE,NA,NA
"234","#SiteServ Commission  pays one lawyer €346,000 with €55k on PR

Cost &amp; duration of inquiry was criticised by Mike A… https://t.co/cB7l8cCDiQ",FALSE,36,NA,2018-03-11 09:07:32,TRUE,NA,"972760927761305600",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","caulmick",44,FALSE,FALSE,NA,NA
"235","RT @caulmick: An internal review by Gardai into policing at anti #Irishwater protest in Jobstown finds that it lacked strategic direction b…",FALSE,0,NA,2018-03-11 07:42:15,FALSE,NA,"972739465998471168",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","watbanner",3,TRUE,FALSE,NA,NA
"236","RT @IWCare: #IWRoscommon: Repairs to a burst water main may affect supply to Ballyforan &amp; surrounds. Please retweet. #IrishWater",FALSE,0,NA,2018-03-11 07:13:02,FALSE,NA,"972732112070639616",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","roscommoncoco",1,TRUE,FALSE,NA,NA
"237","RT @IrishWater: Following consultation from @HSELive and in collaboration with @wexfordcoco we are pleased to confirm that the Boil Water N…",FALSE,0,NA,2018-03-11 06:54:18,FALSE,NA,"972727396376903680",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RebuildingIRL",4,TRUE,FALSE,NA,NA
"238","@IWCare i, 4:51 PM

DM reply not helping. Again, you are not addressing the question/complaint. I know about the re… https://t.co/kCLETSkn1t",FALSE,0,"IWCare",2018-03-11 04:26:49,TRUE,"972115157051756544","972690281438105601","3083740683","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","jujubean_x",0,FALSE,FALSE,NA,NA
"239","RT @silenced_wont: @campaignforleo 1. If you lot hadn't put most of our road tax into #Irishwater there would be no need for ""extra funds""…",FALSE,0,NA,2018-03-10 22:29:52,FALSE,NA,"972600452541026305",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JohnNorth50",2,TRUE,FALSE,NA,NA
"240","RT @LawlorCaitriona: Ha Ha.  No-one can fix leaking pipes, but #IrishWater was, is, and always has been excellent at wasting 40% of our tre…",FALSE,0,NA,2018-03-10 21:23:49,FALSE,NA,"972583831319531520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","staunton1998",5,TRUE,FALSE,NA,NA
"241","@IWCare Water restrictions were lifted yesterday however, water is off yet again this evening in The Pines,… https://t.co/iM8U7f12cq",FALSE,0,"IWCare",2018-03-10 20:36:56,TRUE,NA,"972572031677026304","3083740683","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","soulshenanigans",0,FALSE,FALSE,NA,NA
"242","RT @caulmick: An internal review by Gardai into policing at anti #Irishwater protest in Jobstown finds that it lacked strategic direction b…",FALSE,0,NA,2018-03-10 19:54:32,FALSE,NA,"972561361724149761",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Paulinemcmulle7",3,TRUE,FALSE,NA,NA
"243","RT @HelloChocolatey: The difference between our current tap water before and after it goes through our jug filter. I know the unfiltered wa…",FALSE,0,NA,2018-03-10 19:17:31,FALSE,NA,"972552044052656128",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","nicearbhaill",1,TRUE,FALSE,NA,NA
"244","RT @silenced_wont: @campaignforleo 1. If you lot hadn't put most of our road tax into #Irishwater there would be no need for ""extra funds""…",FALSE,0,NA,2018-03-10 18:33:38,FALSE,NA,"972541000689311744",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","brianphelan77",2,TRUE,FALSE,NA,NA
"245","@campaignforleo 1. If you lot hadn't put most of our road tax into #Irishwater there would be no need for ""extra fu… https://t.co/Xo1mP6KDXa",FALSE,10,"campaignforleo",2018-03-10 16:47:17,TRUE,"972409676708171777","972514236831338496","229466877","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","silenced_wont",2,FALSE,FALSE,NA,NA
"246","RT @LawlorCaitriona: Accenture €17.2 million, Ernst &amp; Young €4.6 million,  A&amp;L Goodbody €2.9 million, KPMG €2.2 million, McCann Fitzgerald…",FALSE,0,NA,2018-03-10 16:37:52,FALSE,NA,"972511866986680322",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","20johnnyblue",177,TRUE,FALSE,NA,NA
"247","RT @babsbear: #Irishwater rammed down r neck by #RTÉ with t fraud they fix leaks . They USE county council staff who do t work. It’s a bloo…",FALSE,0,NA,2018-03-10 16:34:38,FALSE,NA,"972511055254642688",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","HaganNoeleen",56,TRUE,FALSE,NA,NA
"248","RT @babsbear: #Irishwater rammed down r neck by #RTÉ with t fraud they fix leaks . They USE county council staff who do t work. It’s a bloo…",FALSE,0,NA,2018-03-10 15:09:51,FALSE,NA,"972489719165616129",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chezmik",56,TRUE,FALSE,NA,NA
"249","Whisky<ed><U+00A0><U+00BE><ed><U+00B5><U+0083> touring <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> @BushmillsGlobal #whisky #IrishWater https://t.co/xb8RGdk0R8",FALSE,1,NA,2018-03-10 13:56:24,FALSE,NA,"972471232527466496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","__soundwave82",0,FALSE,FALSE,NA,NA
"250","RT @caulmick: An internal review by Gardai into policing at anti #Irishwater protest in Jobstown finds that it lacked strategic direction b…",FALSE,0,NA,2018-03-10 12:34:39,FALSE,NA,"972450661446057984",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","gazzahead",3,TRUE,FALSE,NA,NA
"251","#IWRoscommon: Repairs to a burst water main may affect supply to Ballyforan &amp; surrounds. Please retweet. #IrishWater",FALSE,1,NA,2018-03-10 12:31:28,FALSE,NA,"972449859809705984",NA,"<a href=""https://cxsocial.clarabridge.com/"" rel=""nofollow"">CX Social</a>","IWCare",1,FALSE,FALSE,NA,NA
